recorded_at ,device_id,appliance_id ,voltage_v,current_a,power_w,power_factor,frequency_hz,energy_kwh,,,,
1/1/2024 4:00,ESP32-001,AP01,222.4,0,0,1,49.96,0,,,,
1/1/2024 4:00,ESP32-001,AP01,221.32,3.572,732.86,0.927,49.99,0.7329,,,,
1/1/2024 4:00,ESP32-001,AP01,229.53,3.746,806.01,0.937,50,0.806,,,,
1/1/2024 4:00,ESP32-001,AP02,225.33,0.337,69.79,0.92,50.01,0.0698,,,,
1/1/2024 4:00,ESP32-001,AP03,222.58,0,0,1,49.99,0,,,,
1/1/2024 4:00,ESP32-001,AP04,226.75,0,0,1,50.04,0,,,,
1/1/2024 4:00,ESP32-001,AP05,227.8,0,0,1,49.99,0,,,,
1/1/2024 4:00,ESP32-001,AP06,226.32,0,0,1,49.98,0,,,,
1/1/2024 5:00,ESP32-001,AP01,223.24,4.681,957.14,0.916,49.98,0.9571,,,,
1/1/2024 5:00,ESP32-001,AP01,219.69,3.797,771.89,0.925,49.98,0.7719,,,,
1/1/2024 5:00,ESP32-001,AP01,224.21,0,0,1,49.99,0,,,,
1/1/2024 5:00,ESP32-001,AP01,220.29,3.829,777.1,0.921,50,0.7771,,,,
1/1/2024 5:00,ESP32-001,AP01,224.84,0,0,1,49.99,0,,,,
1/1/2024 5:00,ESP32-001,AP02,222.13,0.635,132.94,0.943,49.99,0.1329,,,,
1/1/2024 5:00,ESP32-001,AP03,226.63,0,0,1,50.01,0,,,,
1/1/2024 5:00,ESP32-001,AP04,218.64,0,0,1,49.98,0,,,,
1/1/2024 5:00,ESP32-001,AP05,222.68,0,0,1,49.99,0,,,,
1/1/2024 5:00,ESP32-001,AP06,222.43,0,0,1,50.02,0,,,,
1/1/2024 6:00,ESP32-001,AP01,222.16,4.415,946.99,0.966,50.04,0.947,,,,
1/1/2024 6:00,ESP32-001,AP01,227.61,3.516,758.35,0.948,49.98,0.7583,,,,
1/1/2024 6:00,ESP32-001,AP01,223.97,0,0,1,49.96,0,,,,
1/1/2024 6:00,ESP32-001,AP01,225.84,3.903,783.74,0.889,50.03,0.7837,,,,
1/1/2024 6:00,ESP32-001,AP01,226.62,3.681,740.13,0.887,50.02,0.7401,,,,
1/1/2024 6:00,ESP32-001,AP02,222.57,0.604,122.87,0.914,50.01,0.1229,,,,
1/1/2024 6:00,ESP32-001,AP03,223.94,0,0,1,49.98,0,,,,
1/1/2024 6:00,ESP32-001,AP04,221.52,0,0,1,50.01,0,,,,
1/1/2024 6:00,ESP32-001,AP05,226.07,0,0,1,49.99,0,,,,
1/1/2024 6:00,ESP32-001,AP06,224.04,0,0,1,50,0,,,,
1/1/2024 7:00,ESP32-001,AP01,228.35,0,0,1,50.02,0,,,,
1/1/2024 7:00,ESP32-001,AP01,224.55,0,0,1,50.04,0,,,,
1/1/2024 7:00,ESP32-001,AP01,217.63,0,0,1,49.99,0,,,,
1/1/2024 7:00,ESP32-001,AP01,229.63,0,0,1,50.02,0,,,,
1/1/2024 7:00,ESP32-001,AP01,220.04,0,0,1,50.04,0,,,,
1/1/2024 7:00,ESP32-001,AP02,223.78,0.211,44.97,0.953,49.99,0.045,,,,
1/1/2024 7:00,ESP32-001,AP03,223.74,0,0,1,50.01,0,,,,
1/1/2024 7:00,ESP32-001,AP04,223.67,0,0,1,50,0,,,,
1/1/2024 7:00,ESP32-001,AP05,224.94,0,0,1,49.99,0,,,,
1/1/2024 7:00,ESP32-001,AP06,219.89,0,0,1,50.01,0,,,,
1/1/2024 8:00,ESP32-001,AP01,223.09,0,0,1,50,0,,,,
1/1/2024 8:00,ESP32-001,AP01,224.51,0,0,1,50.02,0,,,,
1/1/2024 8:00,ESP32-001,AP01,223.19,0,0,1,50.03,0,,,,
1/1/2024 8:00,ESP32-001,AP01,218.81,0,0,1,50.03,0,,,,
1/1/2024 8:00,ESP32-001,AP01,217.49,0,0,1,49.99,0,,,,
1/1/2024 8:00,ESP32-001,AP02,228,0.709,144.45,0.893,49.97,0.1444,,,,
1/1/2024 8:00,ESP32-001,AP03,217.8,0,0,1,50,0,,,,
1/1/2024 8:00,ESP32-001,AP04,221.18,0,0,1,49.99,0,,,,
1/1/2024 8:00,ESP32-001,AP05,221.04,0,0,1,50.01,0,,,,
1/1/2024 8:00,ESP32-001,AP06,221.62,0.039,7.79,0.896,50,0.0078,,,,
1/1/2024 9:00,ESP32-001,AP01,229.89,0,0,1,50,0,,,,
1/1/2024 9:00,ESP32-001,AP01,224.64,0,0,1,50,0,,,,
1/1/2024 9:00,ESP32-001,AP01,222.41,0,0,1,49.99,0,,,,
1/1/2024 9:00,ESP32-001,AP01,228.1,0,0,1,50.03,0,,,,
1/1/2024 9:00,ESP32-001,AP01,225.73,0,0,1,50.01,0,,,,
1/1/2024 9:00,ESP32-001,AP02,228.57,0.251,51.79,0.902,49.95,0.0518,,,,
1/1/2024 9:00,ESP32-001,AP03,222.04,0,0,1,49.98,0,,,,
1/1/2024 9:00,ESP32-001,AP04,227.17,0,0,1,50.01,0,,,,
1/1/2024 9:00,ESP32-001,AP05,227.04,1.041,223.74,0.947,49.99,0.2237,,,,
1/1/2024 9:00,ESP32-001,AP06,218.26,0,0,1,50.02,0,,,,
1/1/2024 10:00,ESP32-001,AP01,223.28,0,0,1,49.99,0,,,,
1/1/2024 10:00,ESP32-001,AP01,221.51,0,0,1,49.99,0,,,,
1/1/2024 10:00,ESP32-001,AP01,226.05,0,0,1,50.01,0,,,,
1/1/2024 10:00,ESP32-001,AP01,221.83,0,0,1,49.99,0,,,,
1/1/2024 10:00,ESP32-001,AP01,228.86,0,0,1,50.02,0,,,,
1/1/2024 10:00,ESP32-001,AP02,221.71,0.423,86.8,0.926,50.01,0.0868,,,,
1/1/2024 10:00,ESP32-001,AP03,223.8,0,0,1,49.98,0,,,,
1/1/2024 10:00,ESP32-001,AP04,222.85,0,0,1,50.02,0,,,,
1/1/2024 10:00,ESP32-001,AP05,225.59,0,0,1,50.03,0,,,,
1/1/2024 10:00,ESP32-001,AP06,223.39,0,0,1,50.01,0,,,,
1/1/2024 11:00,ESP32-001,AP01,224.26,0,0,1,50,0,,,,
1/1/2024 11:00,ESP32-001,AP01,222.76,0,0,1,49.99,0,,,,
1/1/2024 11:00,ESP32-001,AP01,224.87,0,0,1,50.04,0,,,,
1/1/2024 11:00,ESP32-001,AP01,222.78,0,0,1,49.96,0,,,,
1/1/2024 11:00,ESP32-001,AP01,224.06,0,0,1,50.03,0,,,,
1/1/2024 11:00,ESP32-001,AP02,226.68,0.387,82.23,0.936,50,0.0822,,,,
1/1/2024 11:00,ESP32-001,AP03,222.8,0,0,1,50.01,0,,,,
1/1/2024 11:00,ESP32-001,AP04,222.54,0,0,1,50.01,0,,,,
1/1/2024 11:00,ESP32-001,AP05,225.21,0,0,1,49.99,0,,,,
1/1/2024 11:00,ESP32-001,AP06,227.86,0,0,1,49.99,0,,,,
1/1/2024 12:00,ESP32-001,AP01,226.92,0,0,1,50.03,0,,,,
1/1/2024 12:00,ESP32-001,AP01,220.82,0,0,1,49.99,0,,,,
1/1/2024 12:00,ESP32-001,AP01,217.03,0,0,1,50,0,,,,
1/1/2024 12:00,ESP32-001,AP01,229.35,3.691,815.17,0.963,50.01,0.8152,,,,
1/1/2024 12:00,ESP32-001,AP01,229.66,0,0,1,50,0,,,,
1/1/2024 12:00,ESP32-001,AP02,224.3,0.241,52.46,0.969,50,0.0525,,,,
1/1/2024 12:00,ESP32-001,AP03,223.53,0,0,1,49.99,0,,,,
1/1/2024 12:00,ESP32-001,AP04,219.04,0.374,75.95,0.928,49.97,0.076,,,,
1/1/2024 12:00,ESP32-001,AP05,223.22,0,0,1,49.97,0,,,,
1/1/2024 12:00,ESP32-001,AP06,223.84,0,0,1,50,0,,,,
1/1/2024 13:00,ESP32-001,AP01,223.19,0,0,1,49.98,0,,,,
1/1/2024 13:00,ESP32-001,AP01,224.18,0,0,1,50,0,,,,
1/1/2024 13:00,ESP32-001,AP01,222.28,0,0,1,49.99,0,,,,
1/1/2024 13:00,ESP32-001,AP01,224.32,0,0,1,49.99,0,,,,
1/1/2024 13:00,ESP32-001,AP01,227.74,0,0,1,49.96,0,,,,
1/1/2024 13:00,ESP32-001,AP02,223.55,0.667,134.8,0.904,50.01,0.1348,,,,
1/1/2024 13:00,ESP32-001,AP03,221.68,0,0,1,50,0,,,,
1/1/2024 13:00,ESP32-001,AP04,224.3,0,0,1,50,0,,,,
1/1/2024 13:00,ESP32-001,AP05,223.31,0,0,1,50.02,0,,,,
1/1/2024 13:00,ESP32-001,AP06,228.94,0,0,1,49.98,0,,,,
1/1/2024 14:00,ESP32-001,AP01,229.29,0,0,1,49.98,0,,,,
1/1/2024 14:00,ESP32-001,AP01,226.27,0,0,1,49.97,0,,,,
1/1/2024 14:00,ESP32-001,AP01,222.37,0,0,1,50.02,0,,,,
1/1/2024 14:00,ESP32-001,AP01,230.47,0,0,1,50.01,0,,,,
1/1/2024 14:00,ESP32-001,AP01,224.3,0,0,1,49.97,0,,,,
1/1/2024 14:00,ESP32-001,AP02,225.66,0.647,131.27,0.899,50.01,0.1313,,,,
1/1/2024 14:00,ESP32-001,AP03,218.48,0,0,1,49.97,0,,,,
1/1/2024 14:00,ESP32-001,AP04,221.82,0,0,1,50,0,,,,
1/1/2024 14:00,ESP32-001,AP05,221.23,0,0,1,49.97,0,,,,
1/1/2024 14:00,ESP32-001,AP06,231.9,0,0,1,50.01,0,,,,
1/1/2024 15:00,ESP32-001,AP01,222.27,0,0,1,50,0,,,,
1/1/2024 15:00,ESP32-001,AP01,221.89,0,0,1,50,0,,,,
1/1/2024 15:00,ESP32-001,AP01,226.12,0,0,1,49.99,0,,,,
1/1/2024 15:00,ESP32-001,AP01,219.29,0,0,1,49.99,0,,,,
1/1/2024 15:00,ESP32-001,AP01,223.78,0,0,1,50.01,0,,,,
1/1/2024 15:00,ESP32-001,AP02,226.45,0.64,136.02,0.939,50.01,0.136,,,,
1/1/2024 15:00,ESP32-001,AP03,223.83,0,0,1,50.02,0,,,,
1/1/2024 15:00,ESP32-001,AP04,225.34,0,0,1,50,0,,,,
1/1/2024 15:00,ESP32-001,AP05,223.76,0,0,1,49.99,0,,,,
1/1/2024 15:00,ESP32-001,AP06,219.78,0.043,8.35,0.891,50.01,0.0084,,,,
1/1/2024 16:00,ESP32-001,AP01,224.4,0,0,1,50.01,0,,,,
1/1/2024 16:00,ESP32-001,AP01,226.6,0,0,1,50.01,0,,,,
1/1/2024 16:00,ESP32-001,AP01,224.14,0,0,1,50.02,0,,,,
1/1/2024 16:00,ESP32-001,AP01,226.76,0,0,1,50.01,0,,,,
1/1/2024 16:00,ESP32-001,AP01,218.72,0,0,1,49.98,0,,,,
1/1/2024 16:00,ESP32-001,AP02,226.38,0.349,71.6,0.907,50,0.0716,,,,
1/1/2024 16:00,ESP32-001,AP03,226.95,0,0,1,50,0,,,,
1/1/2024 16:00,ESP32-001,AP04,225.15,0,0,1,50,0,,,,
1/1/2024 16:00,ESP32-001,AP05,222.09,0,0,1,49.99,0,,,,
1/1/2024 16:00,ESP32-001,AP06,227.57,0,0,1,50.03,0,,,,
1/1/2024 17:00,ESP32-001,AP01,222.34,0,0,1,50.01,0,,,,
1/1/2024 17:00,ESP32-001,AP01,229.39,0,0,1,49.99,0,,,,
1/1/2024 17:00,ESP32-001,AP01,224.86,0,0,1,50.01,0,,,,
1/1/2024 17:00,ESP32-001,AP01,221.61,0,0,1,49.97,0,,,,
1/1/2024 17:00,ESP32-001,AP01,222.45,0,0,1,50,0,,,,
1/1/2024 17:00,ESP32-001,AP02,227.62,0.448,92.86,0.911,50.01,0.0929,,,,
1/1/2024 17:00,ESP32-001,AP03,224.92,0,0,1,50.02,0,,,,
1/1/2024 17:00,ESP32-001,AP04,225.51,0,0,1,50.02,0,,,,
1/1/2024 17:00,ESP32-001,AP05,225.44,0,0,1,49.99,0,,,,
1/1/2024 17:00,ESP32-001,AP06,225.25,0,0,1,50.01,0,,,,
1/1/2024 18:00,ESP32-001,AP01,219.53,4.701,999.25,0.968,50.02,0.9993,,,,
1/1/2024 18:00,ESP32-001,AP01,224.8,0,0,1,49.99,0,,,,
1/1/2024 18:00,ESP32-001,AP01,219.68,0,0,1,50,0,,,,
1/1/2024 18:00,ESP32-001,AP01,222.91,0,0,1,50,0,,,,
1/1/2024 18:00,ESP32-001,AP01,224.38,0,0,1,50.01,0,,,,
1/1/2024 18:00,ESP32-001,AP02,222.42,0.368,75.6,0.924,49.99,0.0756,,,,
1/1/2024 18:00,ESP32-001,AP03,219.66,0,0,1,49.96,0,,,,
1/1/2024 18:00,ESP32-001,AP04,226.13,0.378,75.92,0.887,49.97,0.0759,,,,
1/1/2024 18:00,ESP32-001,AP05,225.95,1.007,208.72,0.918,50,0.2087,,,,
1/1/2024 18:00,ESP32-001,AP06,224.73,0.037,7.98,0.96,49.97,0.008,,,,
1/1/2024 19:00,ESP32-001,AP01,225.03,0,0,1,50.01,0,,,,
1/1/2024 19:00,ESP32-001,AP01,227.99,0,0,1,50,0,,,,
1/1/2024 19:00,ESP32-001,AP01,221.97,7.48,1491.05,0.898,50.04,1.491,,,,
1/1/2024 19:00,ESP32-001,AP01,222.04,0,0,1,49.99,0,,,,
1/1/2024 19:00,ESP32-001,AP01,222.64,0,0,1,49.95,0,,,,
1/1/2024 19:00,ESP32-001,AP02,225.12,0.585,116.45,0.884,50.01,0.1164,,,,
1/1/2024 19:00,ESP32-001,AP03,223.93,0,0,1,50.01,0,,,,
1/1/2024 19:00,ESP32-001,AP04,221.37,0.432,87.13,0.912,50,0.0871,,,,
1/1/2024 19:00,ESP32-001,AP05,220.81,0.971,201.95,0.942,49.99,0.202,,,,
1/1/2024 19:00,ESP32-001,AP06,229.44,0,0,1,50.01,0,,,,
1/1/2024 20:00,ESP32-001,AP01,227.27,0,0,1,50,0,,,,
1/1/2024 20:00,ESP32-001,AP01,225.2,0,0,1,50.04,0,,,,
1/1/2024 20:00,ESP32-001,AP01,222.41,6.456,1365.73,0.951,50.06,1.3657,,,,
1/1/2024 20:00,ESP32-001,AP01,220.62,0,0,1,50.01,0,,,,
1/1/2024 20:00,ESP32-001,AP01,223.67,0,0,1,50.02,0,,,,
1/1/2024 20:00,ESP32-001,AP02,226.62,0.368,80.81,0.969,50,0.0808,,,,
1/1/2024 20:00,ESP32-001,AP03,227.24,0,0,1,50,0,,,,
1/1/2024 20:00,ESP32-001,AP04,219.27,0.392,82.61,0.962,50.03,0.0826,,,,
1/1/2024 20:00,ESP32-001,AP05,225.48,1.058,213.8,0.896,50.01,0.2138,,,,
1/1/2024 20:00,ESP32-001,AP06,227.52,0.039,7.99,0.902,50.02,0.008,,,,
1/1/2024 21:00,ESP32-001,AP01,222.91,3.818,823.27,0.967,49.98,0.8233,,,,
1/1/2024 21:00,ESP32-001,AP01,225.04,3.23,703.16,0.967,50,0.7032,,,,
1/1/2024 21:00,ESP32-001,AP01,219.33,0,0,1,49.99,0,,,,
1/1/2024 21:00,ESP32-001,AP01,222.95,3.592,707.45,0.883,49.99,0.7074,,,,
1/1/2024 21:00,ESP32-001,AP01,227.09,3.895,794.76,0.899,50,0.7948,,,,
1/1/2024 21:00,ESP32-001,AP02,223.61,0.457,98.43,0.964,49.98,0.0984,,,,
1/1/2024 21:00,ESP32-001,AP03,225.36,0,0,1,50,0,,,,
1/1/2024 21:00,ESP32-001,AP04,221.39,0.432,84.34,0.883,50.01,0.0843,,,,
1/1/2024 21:00,ESP32-001,AP05,222.05,0.993,202.77,0.92,50.01,0.2028,,,,
1/1/2024 21:00,ESP32-001,AP06,223.91,0,0,1,50.04,0,,,,
1/1/2024 22:00,ESP32-001,AP01,224.2,0,0,1,50,0,,,,
1/1/2024 22:00,ESP32-001,AP01,220.73,3.553,736.17,0.939,50.03,0.7362,,,,
1/1/2024 22:00,ESP32-001,AP01,223.24,0,0,1,50.01,0,,,,
1/1/2024 22:00,ESP32-001,AP01,218.95,0,0,1,49.98,0,,,,
1/1/2024 22:00,ESP32-001,AP01,225.91,3.592,745.97,0.919,50,0.746,,,,
1/1/2024 22:00,ESP32-001,AP02,220.91,0.397,80.31,0.916,49.98,0.0803,,,,
1/1/2024 22:00,ESP32-001,AP03,228.93,0,0,1,50.02,0,,,,
1/1/2024 22:00,ESP32-001,AP04,223.03,0.406,83.93,0.927,49.97,0.0839,,,,
1/1/2024 22:00,ESP32-001,AP05,228.15,0.844,183.55,0.953,50.01,0.1835,,,,
1/1/2024 22:00,ESP32-001,AP06,224.84,0.041,8.3,0.902,49.98,0.0083,,,,
1/1/2024 23:00,ESP32-001,AP01,221.03,4.497,946.53,0.952,49.98,0.9465,,,,
1/1/2024 23:00,ESP32-001,AP01,226.82,3.29,684.37,0.917,50.01,0.6844,,,,
1/1/2024 23:00,ESP32-001,AP01,222.2,0,0,1,50.01,0,,,,
1/1/2024 23:00,ESP32-001,AP01,225.66,3.346,719.29,0.953,50,0.7193,,,,
1/1/2024 23:00,ESP32-001,AP01,224.15,3.49,704.54,0.901,50,0.7045,,,,
1/1/2024 23:00,ESP32-001,AP02,223.17,0.658,132.38,0.901,50.02,0.1324,,,,
1/1/2024 23:00,ESP32-001,AP03,221.52,0,0,1,50,0,,,,
1/1/2024 23:00,ESP32-001,AP04,225.57,0.356,76.87,0.958,49.99,0.0769,,,,
1/1/2024 23:00,ESP32-001,AP05,228.87,0.998,212.25,0.929,50.03,0.2122,,,,
1/1/2024 23:00,ESP32-001,AP06,225.24,0,0,1,49.98,0,,,,
2/1/2024 0:00,ESP32-001,AP01,227.31,4.57,1006.87,0.969,50.01,1.0069,,,,
2/1/2024 0:00,ESP32-001,AP01,220.7,3.482,700.77,0.912,49.99,0.7008,,,,
2/1/2024 0:00,ESP32-001,AP01,226.1,0,0,1,50.02,0,,,,
2/1/2024 0:00,ESP32-001,AP01,220.48,3.492,723.91,0.94,49.98,0.7239,,,,
2/1/2024 0:00,ESP32-001,AP01,229.18,3.502,710.62,0.885,49.98,0.7106,,,,
2/1/2024 0:00,ESP32-001,AP02,225.89,0.418,89.54,0.948,50.02,0.0895,,,,
2/1/2024 0:00,ESP32-001,AP03,220.72,0,0,1,49.99,0,,,,
2/1/2024 0:00,ESP32-001,AP04,224.43,0,0,1,50.05,0,,,,
2/1/2024 0:00,ESP32-001,AP05,224.4,0,0,1,50,0,,,,
2/1/2024 0:00,ESP32-001,AP06,220.01,0,0,1,49.96,0,,,,
2/1/2024 1:00,ESP32-001,AP01,225.17,4.541,984.38,0.963,50.05,0.9844,,,,
2/1/2024 1:00,ESP32-001,AP01,223.7,0,0,1,50.02,0,,,,
2/1/2024 1:00,ESP32-001,AP01,222,0,0,1,50.02,0,,,,
2/1/2024 1:00,ESP32-001,AP01,221.3,3.666,739.31,0.911,50.02,0.7393,,,,
2/1/2024 1:00,ESP32-001,AP01,223.92,0,0,1,50.02,0,,,,
2/1/2024 1:00,ESP32-001,AP02,216.42,0.306,59.23,0.893,50,0.0592,,,,
2/1/2024 1:00,ESP32-001,AP03,224.16,0,0,1,49.96,0,,,,
2/1/2024 1:00,ESP32-001,AP04,224.85,0,0,1,49.98,0,,,,
2/1/2024 1:00,ESP32-001,AP05,225.25,0,0,1,49.99,0,,,,
2/1/2024 1:00,ESP32-001,AP06,222.31,0.04,7.97,0.891,49.99,0.008,,,,
2/1/2024 2:00,ESP32-001,AP01,221.81,4.467,960.75,0.97,49.97,0.9608,,,,
2/1/2024 2:00,ESP32-001,AP01,220.87,3.551,752.85,0.96,50,0.7528,,,,
2/1/2024 2:00,ESP32-001,AP01,223.05,0,0,1,50.02,0,,,,
2/1/2024 2:00,ESP32-001,AP01,222.83,3.713,747.44,0.903,50,0.7474,,,,
2/1/2024 2:00,ESP32-001,AP01,223.91,3.288,684.21,0.929,49.98,0.6842,,,,
2/1/2024 2:00,ESP32-001,AP02,223.88,0.451,92.36,0.914,50.03,0.0924,,,,
2/1/2024 2:00,ESP32-001,AP03,221.99,0,0,1,50.02,0,,,,
2/1/2024 2:00,ESP32-001,AP04,222.54,0,0,1,50.04,0,,,,
2/1/2024 2:00,ESP32-001,AP05,227.91,0,0,1,50.03,0,,,,
2/1/2024 2:00,ESP32-001,AP06,221.97,0,0,1,50.04,0,,,,
2/1/2024 3:00,ESP32-001,AP01,222.9,4.892,966.55,0.886,50,0.9666,,,,
2/1/2024 3:00,ESP32-001,AP01,221.09,3.332,671.5,0.911,49.98,0.6715,,,,
2/1/2024 3:00,ESP32-001,AP01,227.56,0,0,1,50.01,0,,,,
2/1/2024 3:00,ESP32-001,AP01,221.73,3.641,755.86,0.936,49.99,0.7559,,,,
2/1/2024 3:00,ESP32-001,AP01,225.37,3.57,710.97,0.884,50.04,0.711,,,,
2/1/2024 3:00,ESP32-001,AP02,228.37,0.683,147.8,0.947,50.04,0.1478,,,,
2/1/2024 3:00,ESP32-001,AP03,223.37,0,0,1,49.99,0,,,,
2/1/2024 3:00,ESP32-001,AP04,225.74,0,0,1,50,0,,,,
2/1/2024 3:00,ESP32-001,AP05,223.51,0,0,1,49.97,0,,,,
2/1/2024 3:00,ESP32-001,AP06,226.51,0,0,1,49.98,0,,,,
2/1/2024 4:00,ESP32-001,AP01,226.2,4.72,1002.65,0.939,50.01,1.0027,,,,
2/1/2024 4:00,ESP32-001,AP01,223.72,3.41,721.09,0.945,50,0.7211,,,,
2/1/2024 4:00,ESP32-001,AP01,226.17,0,0,1,50.05,0,,,,
2/1/2024 4:00,ESP32-001,AP01,229.43,3.45,758.72,0.959,50.01,0.7587,,,,
2/1/2024 4:00,ESP32-001,AP01,223.94,3.519,710.98,0.902,50.03,0.711,,,,
2/1/2024 4:00,ESP32-001,AP02,222.73,0.579,120.64,0.935,50.02,0.1206,,,,
2/1/2024 4:00,ESP32-001,AP03,221.65,7.243,1551.22,0.966,50.01,1.5512,,,,
2/1/2024 4:00,ESP32-001,AP04,222.88,0,0,1,50.03,0,,,,
2/1/2024 4:00,ESP32-001,AP05,219.74,0,0,1,49.96,0,,,,
2/1/2024 4:00,ESP32-001,AP06,227.79,0.034,7.39,0.951,49.99,0.0074,,,,
2/1/2024 5:00,ESP32-001,AP01,228.63,5.09,1082.79,0.93,50.04,1.0828,,,,
2/1/2024 5:00,ESP32-001,AP01,222.35,3.638,748.02,0.925,50,0.748,,,,
2/1/2024 5:00,ESP32-001,AP01,224.27,0,0,1,50.03,0,,,,
2/1/2024 5:00,ESP32-001,AP01,218.4,3.58,694.19,0.888,50.03,0.6942,,,,
2/1/2024 5:00,ESP32-001,AP01,220.93,0,0,1,50.04,0,,,,
2/1/2024 5:00,ESP32-001,AP02,227.44,0.255,53.02,0.915,49.99,0.053,,,,
2/1/2024 5:00,ESP32-001,AP03,220.48,0,0,1,49.99,0,,,,
2/1/2024 5:00,ESP32-001,AP04,227.1,0,0,1,50,0,,,,
2/1/2024 5:00,ESP32-001,AP05,228.17,0,0,1,49.98,0,,,,
2/1/2024 5:00,ESP32-001,AP06,215.39,0,0,1,50,0,,,,
2/1/2024 6:00,ESP32-001,AP01,220.71,4.962,977.03,0.892,50.01,0.977,,,,
2/1/2024 6:00,ESP32-001,AP01,221.07,3.632,724.37,0.902,49.98,0.7244,,,,
2/1/2024 6:00,ESP32-001,AP01,228.7,0,0,1,49.99,0,,,,
2/1/2024 6:00,ESP32-001,AP01,224.3,0,0,1,49.98,0,,,,
2/1/2024 6:00,ESP32-001,AP01,224.26,3.493,728.89,0.93,50,0.7289,,,,
2/1/2024 6:00,ESP32-001,AP02,222.19,0.737,147.94,0.903,50.01,0.1479,,,,
2/1/2024 6:00,ESP32-001,AP03,219.15,0,0,1,50.02,0,,,,
2/1/2024 6:00,ESP32-001,AP04,221.57,0,0,1,50,0,,,,
